GameID,FileName,Platform,Genre,Size,DownloadLink,CoverArtLink
PC-BD292F69,09 Chairs (Japan).chd,PC / Sega Dreamcast,General,487.14 MB,https://archive.org/download/sega-dreamcast-redump-collection/09 Chairs (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/09%20Chairs.png
PC-968E2F46,102 Dalmatians - Puppies to the Rescue (UK).chd,PC / Sega Dreamcast,General,422.36 MB,https://archive.org/download/sega-dreamcast-redump-collection/102 Dalmatians - Puppies to the Rescue (UK).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/102%20Dalmatians%20-%20Puppies%20to%20the%20Rescue.png
PC-93F05FD2,"18 Wheeler - American Pro Trucker (Europe) (En,Fr,De,Es).chd",PC / Sega Dreamcast,General,160.50 MB,"https://archive.org/download/sega-dreamcast-redump-collection/18 Wheeler - American Pro Trucker (Europe) (En,Fr,De,Es).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/18%20Wheeler%20-%20American%20Pro%20Trucker.png
PC-2673EB5A,18 Wheeler - American Pro Trucker (Japan).chd,PC / Sega Dreamcast,General,151.37 MB,https://archive.org/download/sega-dreamcast-redump-collection/18 Wheeler - American Pro Trucker (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/18%20Wheeler%20-%20American%20Pro%20Trucker.png
PC-18AA93B7,18 Wheeler - American Pro Trucker (USA).chd,PC / Sega Dreamcast,General,154.09 MB,https://archive.org/download/sega-dreamcast-redump-collection/18 Wheeler - American Pro Trucker (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/18%20Wheeler%20-%20American%20Pro%20Trucker.png
PC-76F45658,21 - Two One (Japan).chd,PC / Sega Dreamcast,General,561.02 MB,https://archive.org/download/sega-dreamcast-redump-collection/21 - Two One (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/21%20-%20Two%20One.png
PC-B72015B3,"4 Wheel Thunder (Europe) (En,Fr).chd",PC / Sega Dreamcast,General,693.64 MB,"https://archive.org/download/sega-dreamcast-redump-collection/4 Wheel Thunder (Europe) (En,Fr).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/4%20Wheel%20Thunder.png
PC-4F360C51,4 Wheel Thunder (USA).chd,PC / Sega Dreamcast,General,544.72 MB,https://archive.org/download/sega-dreamcast-redump-collection/4 Wheel Thunder (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/4%20Wheel%20Thunder.png
PC-04061906,4x4 Evo (USA).chd,PC / Sega Dreamcast,General,200.75 MB,https://archive.org/download/sega-dreamcast-redump-collection/4x4 Evo (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/4x4%20Evo.png
PC-FE674668,"90 Minutes - Sega Championship Football (Europe) (En,Fr,De,Es,It).chd",PC / Sega Dreamcast,General,324.50 MB,"https://archive.org/download/sega-dreamcast-redump-collection/90 Minutes - Sega Championship Football (Europe) (En,Fr,De,Es,It).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/90%20Minutes%20-%20Sega%20Championship%20Football.png
PC-69CDDD1F,AM2 of CRI 2001 New Lineup Movie Collection (Japan).chd,PC / Sega Dreamcast,General,124.66 MB,https://archive.org/download/sega-dreamcast-redump-collection/AM2 of CRI 2001 New Lineup Movie Collection (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/AM2%20of%20CRI%202001%20New%20Lineup%20Movie%20Collection.png
PC-F852B940,Action Replay CDX - Demo Version (UK) (Unl).chd,PC / Sega Dreamcast,Action,1.72 MB,https://archive.org/download/sega-dreamcast-redump-collection/Action Replay CDX - Demo Version (UK) (Unl).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Action%20Replay%20CDX%20-%20Demo%20Version.png
PC-67C94E83,Advanced Daisenryaku - Sturm ueber Europa - Der Deutsche Blitzkrieg (Japan).chd,PC / Sega Dreamcast,General,669.94 MB,https://archive.org/download/sega-dreamcast-redump-collection/Advanced Daisenryaku - Sturm ueber Europa - Der Deutsche Blitzkrieg (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Advanced%20Daisenryaku%20-%20Sturm%20ueber%20Europa%20-%20Der%20Deutsche%20Blitzkrieg.png
PC-AB8E776E,Advanced Daisenryaku 2001 (Japan).chd,PC / Sega Dreamcast,General,645.58 MB,https://archive.org/download/sega-dreamcast-redump-collection/Advanced Daisenryaku 2001 (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Advanced%20Daisenryaku%202001.png
PC-9C2A2867,Aero Dancing - Todoroki Taichou no Himitsu Disc (Japan).chd,PC / Sega Dreamcast,General,457.58 MB,https://archive.org/download/sega-dreamcast-redump-collection/Aero Dancing - Todoroki Taichou no Himitsu Disc (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Aero%20Dancing%20-%20Todoroki%20Taichou%20no%20Himitsu%20Disc.png
PC-AA6EA011,Aero Dancing F (Japan) (Rev A).chd,PC / Sega Dreamcast,General,579.65 MB,https://archive.org/download/sega-dreamcast-redump-collection/Aero Dancing F (Japan) (Rev A).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Aero%20Dancing%20F.png
PC-926F9A96,Aero Dancing F (Japan) (Taikenban).chd,PC / Sega Dreamcast,General,579.60 MB,https://archive.org/download/sega-dreamcast-redump-collection/Aero Dancing F (Japan) (Taikenban).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Aero%20Dancing%20F.png
PC-758C0EAE,Aero Dancing F (Japan).chd,PC / Sega Dreamcast,General,579.64 MB,https://archive.org/download/sega-dreamcast-redump-collection/Aero Dancing F (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Aero%20Dancing%20F.png
PC-5FE671C0,Aero Dancing F - Todoroki Tsubasa no Hatsu Hikou (Japan).chd,PC / Sega Dreamcast,General,384.89 MB,https://archive.org/download/sega-dreamcast-redump-collection/Aero Dancing F - Todoroki Tsubasa no Hatsu Hikou (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Aero%20Dancing%20F%20-%20Todoroki%20Tsubasa%20no%20Hatsu%20Hikou.png
PC-31E4B46F,Aero Dancing featuring Blue Impulse (Japan) (Tentou Taikenban).chd,PC / Sega Dreamcast,General,611.88 MB,https://archive.org/download/sega-dreamcast-redump-collection/Aero Dancing featuring Blue Impulse (Japan) (Tentou Taikenban).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Aero%20Dancing%20featuring%20Blue%20Impulse.png
PC-92BC406E,Aero Dancing featuring Blue Impulse (Japan).chd,PC / Sega Dreamcast,General,727.89 MB,https://archive.org/download/sega-dreamcast-redump-collection/Aero Dancing featuring Blue Impulse (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Aero%20Dancing%20featuring%20Blue%20Impulse.png
PC-936C2543,Aero Dancing i (Japan).chd,PC / Sega Dreamcast,General,524.56 MB,https://archive.org/download/sega-dreamcast-redump-collection/Aero Dancing i (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Aero%20Dancing%20i.png
PC-25911BBE,Aero Dancing i - Jikai-saku made Matemasen (Japan).chd,PC / Sega Dreamcast,General,566.39 MB,https://archive.org/download/sega-dreamcast-redump-collection/Aero Dancing i - Jikai-saku made Matemasen (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Aero%20Dancing%20i%20-%20Jikai-saku%20made%20Matemasen.png
PC-9433512D,Aero to Jet de Dancing! (Japan) (Taikenban Disc).chd,PC / Sega Dreamcast,General,501.48 MB,https://archive.org/download/sega-dreamcast-redump-collection/Aero to Jet de Dancing! (Japan) (Taikenban Disc).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Aero%20to%20Jet%20de%20Dancing%21.png
PC-A7C250EE,"AeroWings (Europe) (En,Fr,De).chd",PC / Sega Dreamcast,General,674.20 MB,"https://archive.org/download/sega-dreamcast-redump-collection/AeroWings (Europe) (En,Fr,De).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/AeroWings.png
PC-9C17EF89,AeroWings (USA).chd,PC / Sega Dreamcast,General,668.44 MB,https://archive.org/download/sega-dreamcast-redump-collection/AeroWings (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/AeroWings.png
PC-0C7CFBC7,"AeroWings 2 - Airstrike (Europe) (En,De).chd",PC / Sega Dreamcast,General,641.14 MB,"https://archive.org/download/sega-dreamcast-redump-collection/AeroWings 2 - Airstrike (Europe) (En,De).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/AeroWings%202%20-%20Airstrike.png
PC-D3B08303,AeroWings 2 - Airstrike (USA).chd,PC / Sega Dreamcast,General,632.06 MB,https://archive.org/download/sega-dreamcast-redump-collection/AeroWings 2 - Airstrike (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/AeroWings%202%20-%20Airstrike.png
PC-ABD0CE02,After... Wasureenu Kizuna (Japan).chd,PC / Sega Dreamcast,General,562.89 MB,https://archive.org/download/sega-dreamcast-redump-collection/After... Wasureenu Kizuna (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/After...%20Wasureenu%20Kizuna.png
PC-2B8621DE,Aikagi - Hidamari to Kanojo no Heyagi (Japan).chd,PC / Sega Dreamcast,General,539.25 MB,https://archive.org/download/sega-dreamcast-redump-collection/Aikagi - Hidamari to Kanojo no Heyagi (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Aikagi%20-%20Hidamari%20to%20Kanojo%20no%20Heyagi.png
PC-DFEF19CC,Air (Japan) (Rev A).chd,PC / Sega Dreamcast,General,767.53 MB,https://archive.org/download/sega-dreamcast-redump-collection/Air (Japan) (Rev A).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Air.png
PC-8CCCD186,AirForce Delta (Japan).chd,PC / Sega Dreamcast,General,637.14 MB,https://archive.org/download/sega-dreamcast-redump-collection/AirForce Delta (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/AirForce%20Delta.png
PC-A4EDAD5D,AirForce Delta (USA).chd,PC / Sega Dreamcast,General,636.37 MB,https://archive.org/download/sega-dreamcast-redump-collection/AirForce Delta (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/AirForce%20Delta.png
PC-FC862E9F,Akihabara Dennou-gumi Pata Pies! (Japan).chd,PC / Sega Dreamcast,General,165.15 MB,https://archive.org/download/sega-dreamcast-redump-collection/Akihabara Dennou-gumi Pata Pies! (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Akihabara%20Dennou-gumi%20Pata%20Pies%21.png
PC-E3B5CD56,Alice Dreams (France) (Demo) (Unl).chd,PC / Sega Dreamcast,General,20.03 MB,https://archive.org/download/sega-dreamcast-redump-collection/Alice Dreams (France) (Demo) (Unl).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Alice%20Dreams.png
PC-5FEA79A8,Alice Dreams Tournament (USA) (Disc 1) (Unl).chd,PC / Sega Dreamcast,General,245.65 MB,https://archive.org/download/sega-dreamcast-redump-collection/Alice Dreams Tournament (USA) (Disc 1) (Unl).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Alice%20Dreams%20Tournament.png
PC-26578C92,Alice Dreams Tournament (USA) (Disc 2) (Unl).chd,PC / Sega Dreamcast,General,509.44 MB,https://archive.org/download/sega-dreamcast-redump-collection/Alice Dreams Tournament (USA) (Disc 2) (Unl).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Alice%20Dreams%20Tournament.png
PC-A2EB661D,"Alice Sisters (USA, Japan) (Unl).chd",PC / Sega Dreamcast,General,26.15 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Alice Sisters (USA, Japan) (Unl).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Alice%20Sisters.png
PC-B1248B35,Alien Front Online (USA).chd,PC / Sega Dreamcast,General,133.80 MB,https://archive.org/download/sega-dreamcast-redump-collection/Alien Front Online (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Alien%20Front%20Online.png
PC-E4068BF3,Alone in the Dark - The New Nightmare (Europe) (Disc 1).chd,PC / Sega Dreamcast,General,810.15 MB,https://archive.org/download/sega-dreamcast-redump-collection/Alone in the Dark - The New Nightmare (Europe) (Disc 1).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Alone%20in%20the%20Dark%20-%20The%20New%20Nightmare.png
PC-268D69FD,Alone in the Dark - The New Nightmare (Europe) (Disc 2).chd,PC / Sega Dreamcast,General,890.48 MB,https://archive.org/download/sega-dreamcast-redump-collection/Alone in the Dark - The New Nightmare (Europe) (Disc 2).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Alone%20in%20the%20Dark%20-%20The%20New%20Nightmare.png
PC-CDF34B74,Alone in the Dark - The New Nightmare (France) (Disc 1).chd,PC / Sega Dreamcast,General,805.25 MB,https://archive.org/download/sega-dreamcast-redump-collection/Alone in the Dark - The New Nightmare (France) (Disc 1).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Alone%20in%20the%20Dark%20-%20The%20New%20Nightmare.png
PC-84EB70D8,Alone in the Dark - The New Nightmare (France) (Disc 2).chd,PC / Sega Dreamcast,General,881.21 MB,https://archive.org/download/sega-dreamcast-redump-collection/Alone in the Dark - The New Nightmare (France) (Disc 2).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Alone%20in%20the%20Dark%20-%20The%20New%20Nightmare.png
PC-E359A32F,"Alone in the Dark - The New Nightmare (Germany) (En,De) (Disc 1).chd",PC / Sega Dreamcast,General,804.62 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Alone in the Dark - The New Nightmare (Germany) (En,De) (Disc 1).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Alone%20in%20the%20Dark%20-%20The%20New%20Nightmare.png
PC-F02FA765,"Alone in the Dark - The New Nightmare (Germany) (En,De) (Disc 2).chd",PC / Sega Dreamcast,General,880.53 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Alone in the Dark - The New Nightmare (Germany) (En,De) (Disc 2).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Alone%20in%20the%20Dark%20-%20The%20New%20Nightmare.png
PC-276C7A78,Alone in the Dark - The New Nightmare (USA) (Disc 1).chd,PC / Sega Dreamcast,General,775.35 MB,https://archive.org/download/sega-dreamcast-redump-collection/Alone in the Dark - The New Nightmare (USA) (Disc 1).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Alone%20in%20the%20Dark%20-%20The%20New%20Nightmare.png
PC-A1C6216B,Alone in the Dark - The New Nightmare (USA) (Disc 2).chd,PC / Sega Dreamcast,General,855.56 MB,https://archive.org/download/sega-dreamcast-redump-collection/Alone in the Dark - The New Nightmare (USA) (Disc 2).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Alone%20in%20the%20Dark%20-%20The%20New%20Nightmare.png
PC-074BCE25,Angel Present (Japan).chd,PC / Sega Dreamcast,General,554.18 MB,https://archive.org/download/sega-dreamcast-redump-collection/Angel Present (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Angel%20Present.png
PC-EB11B679,Angel Wish - Kimi no Egao ni Chu! (Japan).chd,PC / Sega Dreamcast,General,812.54 MB,https://archive.org/download/sega-dreamcast-redump-collection/Angel Wish - Kimi no Egao ni Chu! (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Angel%20Wish%20-%20Kimi%20no%20Egao%20ni%20Chu%21.png
PC-D76AEC7B,Animastar (Japan).chd,PC / Sega Dreamcast,General,548.07 MB,https://archive.org/download/sega-dreamcast-redump-collection/Animastar (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Animastar.png
PC-D176109A,Ao no 6-gou - Saigetsu Hito o Matazu - Time and Tide (Japan).chd,PC / Sega Dreamcast,General,381.54 MB,https://archive.org/download/sega-dreamcast-redump-collection/Ao no 6-gou - Saigetsu Hito o Matazu - Time and Tide (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Ao%20no%206-gou%20-%20Saigetsu%20Hito%20o%20Matazu%20-%20Time%20and%20Tide.png
PC-6AB7C1F9,"Aqua GT (Europe) (En,Fr,De).chd",PC / Sega Dreamcast,General,207.32 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Aqua GT (Europe) (En,Fr,De).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Aqua%20GT.png
PC-5289264D,Armada (USA).chd,PC / Sega Dreamcast,General,476.99 MB,https://archive.org/download/sega-dreamcast-redump-collection/Armada (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Armada.png
PC-B88E1ED1,"Army Men - Sarge's Heroes (Europe) (En,Fr,De,Es,It).chd",PC / Sega Dreamcast,General,409.06 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Army Men - Sarge's Heroes (Europe) (En,Fr,De,Es,It).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Army%20Men%20-%20Sarge%27s%20Heroes.png
PC-2AAE3E6A,Army Men - Sarge's Heroes (USA) (Demo).chd,PC / Sega Dreamcast,General,34.03 MB,https://archive.org/download/sega-dreamcast-redump-collection/Army Men - Sarge's Heroes (USA) (Demo).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Army%20Men%20-%20Sarge%27s%20Heroes.png
PC-7DDAEC95,Army Men - Sarge's Heroes (USA).chd,PC / Sega Dreamcast,General,356.94 MB,https://archive.org/download/sega-dreamcast-redump-collection/Army Men - Sarge's Heroes (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Army%20Men%20-%20Sarge%27s%20Heroes.png
PC-745A012D,Atari Anniversary Edition (USA).chd,PC / Sega Dreamcast,General,411.27 MB,https://archive.org/download/sega-dreamcast-redump-collection/Atari Anniversary Edition (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Atari%20Anniversary%20Edition.png
PC-C1F24478,Atsumare! Guru Guru Onsen (Japan) (Demo 1).chd,PC / Sega Dreamcast,General,143.40 MB,https://archive.org/download/sega-dreamcast-redump-collection/Atsumare! Guru Guru Onsen (Japan) (Demo 1).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Atsumare%21%20Guru%20Guru%20Onsen.png
PC-04431FBE,Atsumare! Guru Guru Onsen (Japan) (Demo 2).chd,PC / Sega Dreamcast,General,143.41 MB,https://archive.org/download/sega-dreamcast-redump-collection/Atsumare! Guru Guru Onsen (Japan) (Demo 2).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Atsumare%21%20Guru%20Guru%20Onsen.png
PC-DFAF2E92,Atsumare! Guru Guru Onsen (Japan).chd,PC / Sega Dreamcast,General,143.52 MB,https://archive.org/download/sega-dreamcast-redump-collection/Atsumare! Guru Guru Onsen (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Atsumare%21%20Guru%20Guru%20Onsen.png
PC-27EF677E,Atsumare! Guru Guru Onsen BB (Japan) (Rev A).chd,PC / Sega Dreamcast,General,142.48 MB,https://archive.org/download/sega-dreamcast-redump-collection/Atsumare! Guru Guru Onsen BB (Japan) (Rev A).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Atsumare%21%20Guru%20Guru%20Onsen%20BB.png
PC-89B6B303,Atsumare! Guru Guru Onsen BB (Japan).chd,PC / Sega Dreamcast,General,142.41 MB,https://archive.org/download/sega-dreamcast-redump-collection/Atsumare! Guru Guru Onsen BB (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Atsumare%21%20Guru%20Guru%20Onsen%20BB.png
PC-6270E801,Bakumatsu Roman Daini Maku - Gekka no Kenshi - Final Edition (Japan).chd,PC / Sega Dreamcast,General,491.40 MB,https://archive.org/download/sega-dreamcast-redump-collection/Bakumatsu Roman Daini Maku - Gekka no Kenshi - Final Edition (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Bakumatsu%20Roman%20Daini%20Maku%20-%20Gekka%20no%20Kenshi%20-%20Final%20Edition.png
PC-A5930F73,Bakuretsu Muteki Bangaioh (Japan).chd,PC / Sega Dreamcast,General,419.59 MB,https://archive.org/download/sega-dreamcast-redump-collection/Bakuretsu Muteki Bangaioh (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Bakuretsu%20Muteki%20Bangaioh.png
PC-2C26C3C1,Baldr Force EXE (Japan).chd,PC / Sega Dreamcast,General,880.90 MB,https://archive.org/download/sega-dreamcast-redump-collection/Baldr Force EXE (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Baldr%20Force%20EXE.png
PC-839B8D92,Bang! Gunship Elite (USA).chd,PC / Sega Dreamcast,General,395.54 MB,https://archive.org/download/sega-dreamcast-redump-collection/Bang! Gunship Elite (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Bang%21%20Gunship%20Elite.png
PC-940AF430,"Bangai-O (Europe) (En,Fr,De).chd",PC / Sega Dreamcast,General,477.14 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Bangai-O (Europe) (En,Fr,De).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Bangai-O.png
PC-BBB5807F,Bangai-O (USA).chd,PC / Sega Dreamcast,General,426.03 MB,https://archive.org/download/sega-dreamcast-redump-collection/Bangai-O (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Bangai-O.png
PC-C6E20785,Bass Rush Dream - EcoGear PowerWorm Championship (Japan).chd,PC / Sega Dreamcast,General,98.19 MB,https://archive.org/download/sega-dreamcast-redump-collection/Bass Rush Dream - EcoGear PowerWorm Championship (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Bass%20Rush%20Dream%20-%20EcoGear%20PowerWorm%20Championship.png
PC-ED991010,Battle Beaster (Japan).chd,PC / Sega Dreamcast,General,247.91 MB,https://archive.org/download/sega-dreamcast-redump-collection/Battle Beaster (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Battle%20Beaster.png
PC-7962782E,"Battle Crust (USA, Japan) (Unl).chd",PC / Sega Dreamcast,General,63.57 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Battle Crust (USA, Japan) (Unl).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Battle%20Crust.png
PC-6F7851A5,Berserk - Millennium Falcon-hen - Wasurebana no Shou (Japan) (Taikenban).chd,PC / Sega Dreamcast,General,60.66 MB,https://archive.org/download/sega-dreamcast-redump-collection/Berserk - Millennium Falcon-hen - Wasurebana no Shou (Japan) (Taikenban).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Berserk%20-%20Millennium%20Falcon-hen%20-%20Wasurebana%20no%20Shou.png
PC-3C57F0F8,Berserk - Millennium Falcon-hen - Wasurebana no Shou (Japan).chd,PC / Sega Dreamcast,General,687.73 MB,https://archive.org/download/sega-dreamcast-redump-collection/Berserk - Millennium Falcon-hen - Wasurebana no Shou (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Berserk%20-%20Millennium%20Falcon-hen%20-%20Wasurebana%20no%20Shou.png
PC-95F3EC62,BikkuriMan 2000 - Viva! Festiva! (Japan).chd,PC / Sega Dreamcast,General,146.29 MB,https://archive.org/download/sega-dreamcast-redump-collection/BikkuriMan 2000 - Viva! Festiva! (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/BikkuriMan%202000%20-%20Viva%21%20Festiva%21.png
PC-F4B45A8A,Biohazard - Code - Veronica (Japan) (Disc 1) (Genteiban).chd,PC / Sega Dreamcast,General,559.54 MB,https://archive.org/download/sega-dreamcast-redump-collection/Biohazard - Code - Veronica (Japan) (Disc 1) (Genteiban).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Biohazard%20-%20Code%20-%20Veronica.png
PC-869CA4A3,Biohazard - Code - Veronica (Japan) (Disc 1).chd,PC / Sega Dreamcast,General,559.52 MB,https://archive.org/download/sega-dreamcast-redump-collection/Biohazard - Code - Veronica (Japan) (Disc 1).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Biohazard%20-%20Code%20-%20Veronica.png
PC-19A3CB99,Biohazard - Code - Veronica (Japan) (Disc 2) (Genteiban).chd,PC / Sega Dreamcast,General,612.25 MB,https://archive.org/download/sega-dreamcast-redump-collection/Biohazard - Code - Veronica (Japan) (Disc 2) (Genteiban).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Biohazard%20-%20Code%20-%20Veronica.png
PC-69DA9FBA,Biohazard - Code - Veronica (Japan) (Disc 2).chd,PC / Sega Dreamcast,General,667.00 MB,https://archive.org/download/sega-dreamcast-redump-collection/Biohazard - Code - Veronica (Japan) (Disc 2).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Biohazard%20-%20Code%20-%20Veronica.png
PC-15D07344,Biohazard - Code - Veronica (Japan) (Tentou-you Demo Movie).chd,PC / Sega Dreamcast,General,81.64 MB,https://archive.org/download/sega-dreamcast-redump-collection/Biohazard - Code - Veronica (Japan) (Tentou-you Demo Movie).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Biohazard%20-%20Code%20-%20Veronica.png
PC-990CC1E7,Biohazard - Code - Veronica - Kanzenban (Japan) (Disc 1).chd,PC / Sega Dreamcast,General,563.02 MB,https://archive.org/download/sega-dreamcast-redump-collection/Biohazard - Code - Veronica - Kanzenban (Japan) (Disc 1).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Biohazard%20-%20Code%20-%20Veronica%20-%20Kanzenban.png
PC-7F720C8A,Biohazard - Code - Veronica - Kanzenban (Japan) (Disc 2).chd,PC / Sega Dreamcast,General,691.39 MB,https://archive.org/download/sega-dreamcast-redump-collection/Biohazard - Code - Veronica - Kanzenban (Japan) (Disc 2).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Biohazard%20-%20Code%20-%20Veronica%20-%20Kanzenban.png
