GameID,FileName,Platform,Genre,Size,DownloadLink,CoverArtLink
PC-30E42110,"Rez (Japan) (En,Ja,Fr,De,Es,It).chd",PC / Sega Dreamcast,General,282.67 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Rez (Japan) (En,Ja,Fr,De,Es,It).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rez.png
PC-A374820D,"Rhapsody of Zephyr, The (Japan).chd",PC / Sega Dreamcast,General,502.27 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Rhapsody of Zephyr, The (Japan).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rhapsody%20of%20Zephyr%2C%20The.png
PC-D0574308,"Ring, The (Japan).chd",PC / Sega Dreamcast,General,475.10 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Ring, The (Japan).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Ring%2C%20The.png
PC-7C9303B4,"Ring, The - Terror's Realm (USA).chd",PC / Sega Dreamcast,General,478.57 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Ring, The - Terror's Realm (USA).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Ring%2C%20The%20-%20Terror%27s%20Realm.png
PC-CA3593D4,Rippin' Riders (USA).chd,PC / Sega Dreamcast,General,456.59 MB,https://archive.org/download/sega-dreamcast-redump-collection/Rippin' Riders (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/pin%27%20Riders.png
PC-ACEBC582,"Roadsters (Europe) (En,Fr,De,Es,It,Nl).chd",PC / Sega Dreamcast,General,283.65 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Roadsters (Europe) (En,Fr,De,Es,It,Nl).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Roadsters.png
PC-78A7514D,Roadsters (USA).chd,PC / Sega Dreamcast,General,255.04 MB,https://archive.org/download/sega-dreamcast-redump-collection/Roadsters (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Roadsters.png
PC-25E42C44,Roommania 203 (Japan).chd,PC / Sega Dreamcast,General,570.46 MB,https://archive.org/download/sega-dreamcast-redump-collection/Roommania 203 (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Roommania%20203.png
PC-2FD03E11,Roommate Asami - Okusama wa Joshikousei - Director's Edition (Japan).chd,PC / Sega Dreamcast,General,514.52 MB,https://archive.org/download/sega-dreamcast-redump-collection/Roommate Asami - Okusama wa Joshikousei - Director's Edition (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Roommate%20Asami%20-%20Okusama%20wa%20Joshikousei%20-%20Director%27s%20Edition.png
PC-D92A7C16,Roommate Novel - Satou Yuka (Japan).chd,PC / Sega Dreamcast,General,496.41 MB,https://archive.org/download/sega-dreamcast-redump-collection/Roommate Novel - Satou Yuka (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Roommate%20Novel%20-%20Satou%20Yuka.png
PC-47FF01D7,Run=Dim as Black Soul (Japan).chd,PC / Sega Dreamcast,General,295.43 MB,https://archive.org/download/sega-dreamcast-redump-collection/Run=Dim as Black Soul (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Run%3DDim%20as%20Black%20Soul.png
PC-D720A741,Rune Caster (Japan).chd,PC / Sega Dreamcast,General,125.05 MB,https://archive.org/download/sega-dreamcast-redump-collection/Rune Caster (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rune%20Caster.png
PC-A8AE6807,Rune Jade (Japan).chd,PC / Sega Dreamcast,General,184.70 MB,https://archive.org/download/sega-dreamcast-redump-collection/Rune Jade (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rune%20Jade.png
PC-E9B87CED,"Rush 2049 (Europe) (En,De,Es,It,Nl,Fi) (Beta) (2000-08-07).chd",PC / Sega Dreamcast,General,76.01 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Rush 2049 (Europe) (En,De,Es,It,Nl,Fi) (Beta) (2000-08-07).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rush%202049.png
PC-70E85C5F,Rush Rush Rally Racing (Europe) (Unl).chd,PC / Sega Dreamcast,Racing,219.15 MB,https://archive.org/download/sega-dreamcast-redump-collection/Rush Rush Rally Racing (Europe) (Unl).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rush%20Rush%20Rally%20Racing.png
PC-E36CB2D4,"Rush Rush Rally Reloaded (Europe) (En,Fr,De,Es,It,Nl) (Unl).chd",PC / Sega Dreamcast,General,212.72 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Rush Rush Rally Reloaded (Europe) (En,Fr,De,Es,It,Nl) (Unl).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rush%20Rush%20Rally%20Reloaded.png
PC-614F4FB2,"Rush Rush Rally Reloaded (UK) (En,Fr,De,Es,It,Nl) (Unl) (Sample).chd",PC / Sega Dreamcast,General,206.45 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Rush Rush Rally Reloaded (UK) (En,Fr,De,Es,It,Nl) (Unl) (Sample).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rush%20Rush%20Rally%20Reloaded.png
PC-F9C48152,"Rush Rush Rally Reloaded (USA) (En,Fr,De,Es,It,Nl) (Unl).chd",PC / Sega Dreamcast,General,215.21 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Rush Rush Rally Reloaded (USA) (En,Fr,De,Es,It,Nl) (Unl).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rush%20Rush%20Rally%20Reloaded.png
PC-B720A863,SGGG - Segagaga (Japan) (Rev A).chd,PC / Sega Dreamcast,General,756.11 MB,https://archive.org/download/sega-dreamcast-redump-collection/SGGG - Segagaga (Japan) (Rev A).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/SGGG%20-%20Segagaga.png
PC-A58C1609,SGGG - Segagaga (Japan).chd,PC / Sega Dreamcast,General,760.29 MB,https://archive.org/download/sega-dreamcast-redump-collection/SGGG - Segagaga (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/SGGG%20-%20Segagaga.png
PC-C4E744D5,Saka Tsuku Tokudai-gou - J.League Pro Soccer Club o Tsukurou! (Japan) (Rev A).chd,PC / Sega Dreamcast,General,700.66 MB,https://archive.org/download/sega-dreamcast-redump-collection/Saka Tsuku Tokudai-gou - J.League Pro Soccer Club o Tsukurou! (Japan) (Rev A).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Saka%20Tsuku%20Tokudai-gou%20-%20J.League%20Pro%20Soccer%20Club%20o%20Tsukurou%21.png
PC-A86B6A5E,Saka Tsuku Tokudai-gou - J.League Pro Soccer Club o Tsukurou! (Japan).chd,PC / Sega Dreamcast,General,700.65 MB,https://archive.org/download/sega-dreamcast-redump-collection/Saka Tsuku Tokudai-gou - J.League Pro Soccer Club o Tsukurou! (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Saka%20Tsuku%20Tokudai-gou%20-%20J.League%20Pro%20Soccer%20Club%20o%20Tsukurou%21.png
PC-52290D1E,Saka Tsuku Tokudai-gou 2 - J.League Pro Soccer Club o Tsukurou! (Japan).chd,PC / Sega Dreamcast,General,703.46 MB,https://archive.org/download/sega-dreamcast-redump-collection/Saka Tsuku Tokudai-gou 2 - J.League Pro Soccer Club o Tsukurou! (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Saka%20Tsuku%20Tokudai-gou%202%20-%20J.League%20Pro%20Soccer%20Club%20o%20Tsukurou%21.png
PC-4702F207,Sakura Momoko Gekijou - Coji-Coji (Japan).chd,PC / Sega Dreamcast,General,789.38 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Momoko Gekijou - Coji-Coji (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Momoko%20Gekijou%20-%20Coji-Coji.png
PC-F6D698C2,Sakura Taisen (Japan) (Disc 1).chd,PC / Sega Dreamcast,General,654.68 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen (Japan) (Disc 1).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen.png
PC-4DD05696,Sakura Taisen (Japan) (Disc 2) (Rev A).chd,PC / Sega Dreamcast,General,654.38 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen (Japan) (Disc 2) (Rev A).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen.png
PC-80BDC8B2,Sakura Taisen (Japan) (Disc 2).chd,PC / Sega Dreamcast,General,653.96 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen (Japan) (Disc 2).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen.png
PC-6D078B45,Sakura Taisen (Japan) (Omake Disc).chd,PC / Sega Dreamcast,General,205.17 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen (Japan) (Omake Disc).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen.png
PC-C6F622EF,Sakura Taisen - Hanagumi Taisen Columns 2 (Japan).chd,PC / Sega Dreamcast,General,435.78 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen - Hanagumi Taisen Columns 2 (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%20-%20Hanagumi%20Taisen%20Columns%202.png
PC-3B65994A,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 1) (Rev A).chd",PC / Sega Dreamcast,General,806.21 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 1) (Rev A).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%202%20-%20Kimi%2C%20Shinitamou%20Koto%20Nakare.png
PC-18BB0C53,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 1).chd",PC / Sega Dreamcast,General,806.19 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 1).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%202%20-%20Kimi%2C%20Shinitamou%20Koto%20Nakare.png
PC-0E15830C,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2) (Rev A).chd",PC / Sega Dreamcast,General,701.09 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2) (Rev A).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%202%20-%20Kimi%2C%20Shinitamou%20Koto%20Nakare.png
PC-8479AC4A,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2).chd",PC / Sega Dreamcast,General,701.10 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%202%20-%20Kimi%2C%20Shinitamou%20Koto%20Nakare.png
PC-DC7BB67D,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Rev A).chd",PC / Sega Dreamcast,General,798.93 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Rev A).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%202%20-%20Kimi%2C%20Shinitamou%20Koto%20Nakare.png
PC-5AFF7B3A,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3).chd",PC / Sega Dreamcast,General,798.95 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%202%20-%20Kimi%2C%20Shinitamou%20Koto%20Nakare.png
PC-FDB6211D,Sakura Taisen 3 - Paris wa Moeteiru ka (Japan) (Disc 1).chd,PC / Sega Dreamcast,General,759.66 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen 3 - Paris wa Moeteiru ka (Japan) (Disc 1).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%203%20-%20Paris%20wa%20Moeteiru%20ka.png
PC-995B279A,Sakura Taisen 3 - Paris wa Moeteiru ka (Japan) (Disc 2).chd,PC / Sega Dreamcast,General,670.68 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen 3 - Paris wa Moeteiru ka (Japan) (Disc 2).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%203%20-%20Paris%20wa%20Moeteiru%20ka.png
PC-AD059249,Sakura Taisen 3 - Paris wa Moeteiru ka (Japan) (Disc 3).chd,PC / Sega Dreamcast,General,757.50 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen 3 - Paris wa Moeteiru ka (Japan) (Disc 3).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%203%20-%20Paris%20wa%20Moeteiru%20ka.png
PC-0A973F67,Sakura Taisen 3 - Paris wa Moeteiru ka (Japan) (Tentou-you Demo Movie).chd,PC / Sega Dreamcast,General,176.24 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen 3 - Paris wa Moeteiru ka (Japan) (Tentou-you Demo Movie).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%203%20-%20Paris%20wa%20Moeteiru%20ka.png
PC-E26F3C31,Sakura Taisen 3 - Paris wa Moeteiru ka - Drama Download Disc (Japan).chd,PC / Sega Dreamcast,General,52.34 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen 3 - Paris wa Moeteiru ka - Drama Download Disc (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%203%20-%20Paris%20wa%20Moeteiru%20ka%20-%20Drama%20Download%20Disc.png
PC-CBEDE7A4,Sakura Taisen 3 - Paris wa Moeteiru ka - Preview Disc (Japan).chd,PC / Sega Dreamcast,General,435.47 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen 3 - Paris wa Moeteiru ka - Preview Disc (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%203%20-%20Paris%20wa%20Moeteiru%20ka%20-%20Preview%20Disc.png
PC-CB8FE8CE,Sakura Taisen 3 - Paris wa Moeteiru ka - Sakura Taisen 3 Movie Disc (Japan).chd,PC / Sega Dreamcast,General,506.62 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen 3 - Paris wa Moeteiru ka - Sakura Taisen 3 Movie Disc (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%203%20-%20Paris%20wa%20Moeteiru%20ka%20-%20Sakura%20Taisen%203%20Movie%20Disc.png
PC-616329E2,Sakura Taisen 4 - Koi seyo Otome (Japan) (Tentou-you Demo Movie).chd,PC / Sega Dreamcast,General,101.78 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen 4 - Koi seyo Otome (Japan) (Tentou-you Demo Movie).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%204%20-%20Koi%20seyo%20Otome.png
PC-8E3484B8,Sakura Taisen 4 - Koi seyo Otome (Japan).chd,PC / Sega Dreamcast,General,778.18 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen 4 - Koi seyo Otome (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%204%20-%20Koi%20seyo%20Otome.png
PC-D2C66051,Sakura Taisen 4 - Koi seyo Otome - Preview Disc (Japan).chd,PC / Sega Dreamcast,General,721.37 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen 4 - Koi seyo Otome - Preview Disc (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%204%20-%20Koi%20seyo%20Otome%20-%20Preview%20Disc.png
PC-95B49977,Sakura Taisen Dream Passport 3 (Japan).chd,PC / Sega Dreamcast,General,392.67 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen Dream Passport 3 (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%20Dream%20Passport%203.png
PC-0578A12B,Sakura Taisen Kinematron Hanagumi Mail (Japan).chd,PC / Sega Dreamcast,General,75.27 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen Kinematron Hanagumi Mail (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%20Kinematron%20Hanagumi%20Mail.png
PC-8D5775BA,Sakura Taisen Online - Paris no Yuuga na Hibi (Japan).chd,PC / Sega Dreamcast,General,285.52 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen Online - Paris no Yuuga na Hibi (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%20Online%20-%20Paris%20no%20Yuuga%20na%20Hibi.png
PC-33095966,Sakura Taisen Online - Teito no Nagai Hibi (Japan).chd,PC / Sega Dreamcast,General,284.81 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sakura Taisen Online - Teito no Nagai Hibi (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sakura%20Taisen%20Online%20-%20Teito%20no%20Nagai%20Hibi.png
PC-41EA3BEA,Samba de Amigo (Europe).chd,PC / Sega Dreamcast,General,951.15 MB,https://archive.org/download/sega-dreamcast-redump-collection/Samba de Amigo (Europe).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Samba%20de%20Amigo.png
PC-B05708EA,Samba de Amigo (Japan).chd,PC / Sega Dreamcast,General,206.06 MB,https://archive.org/download/sega-dreamcast-redump-collection/Samba de Amigo (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Samba%20de%20Amigo.png
PC-81D669B4,Samba de Amigo (USA).chd,PC / Sega Dreamcast,General,951.84 MB,https://archive.org/download/sega-dreamcast-redump-collection/Samba de Amigo (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Samba%20de%20Amigo.png
PC-115029F7,Samba de Amigo Ver. 2000 (Japan).chd,PC / Sega Dreamcast,General,933.87 MB,https://archive.org/download/sega-dreamcast-redump-collection/Samba de Amigo Ver. 2000 (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Samba%20de%20Amigo%20Ver.%202000.png
PC-55EB5965,"San Francisco Rush 2049 (Europe) (En,Fr,De,Es,It,Nl).chd",PC / Sega Dreamcast,General,922.09 MB,"https://archive.org/download/sega-dreamcast-redump-collection/San Francisco Rush 2049 (Europe) (En,Fr,De,Es,It,Nl).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/San%20Francisco%20Rush%202049.png
PC-6D8F00E7,"San Francisco Rush 2049 (USA) (En,Fr,De,Es,It,Nl) (Demo).chd",PC / Sega Dreamcast,General,61.27 MB,"https://archive.org/download/sega-dreamcast-redump-collection/San Francisco Rush 2049 (USA) (En,Fr,De,Es,It,Nl) (Demo).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/San%20Francisco%20Rush%202049.png
PC-54AA9FE6,"San Francisco Rush 2049 (USA) (En,Fr,De,Es,It,Nl).chd",PC / Sega Dreamcast,General,906.62 MB,"https://archive.org/download/sega-dreamcast-redump-collection/San Francisco Rush 2049 (USA) (En,Fr,De,Es,It,Nl).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/San%20Francisco%20Rush%202049.png
PC-530F822A,Sangokushi VI (Japan).chd,PC / Sega Dreamcast,General,121.92 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sangokushi VI (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sangokushi%20VI.png
PC-93D47122,Sangokushi VI with Power-Up Kit (Japan).chd,PC / Sega Dreamcast,General,127.08 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sangokushi VI with Power-Up Kit (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sangokushi%20VI%20with%20Power-Up%20Kit.png
PC-230974A7,"Satazius Next (USA, Japan) (Unl).chd",PC / Sega Dreamcast,General,72.24 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Satazius Next (USA, Japan) (Unl).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Satazius%20Next.png
PC-10DE7827,Seaman (USA).chd,PC / Sega Dreamcast,General,705.46 MB,https://archive.org/download/sega-dreamcast-redump-collection/Seaman (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Seaman.png
PC-406CC6E4,Seaman Esa Disc - Kimos Shu no Youchuu Hojuu Kit (Japan).chd,PC / Sega Dreamcast,General,14.03 MB,https://archive.org/download/sega-dreamcast-redump-collection/Seaman Esa Disc - Kimos Shu no Youchuu Hojuu Kit (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Seaman%20Esa%20Disc%20-%20Kimos%20Shu%20no%20Youchuu%20Hojuu%20Kit.png
PC-9A3CAD40,Sega Bass Fishing (Europe).chd,PC / Sega Dreamcast,General,83.81 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sega Bass Fishing (Europe).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sega%20Bass%20Fishing.png
PC-8C4B2791,Sega Bass Fishing (USA).chd,PC / Sega Dreamcast,General,77.45 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sega Bass Fishing (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sega%20Bass%20Fishing.png
PC-989DBAD5,Sega Bass Fishing 2 (USA).chd,PC / Sega Dreamcast,General,249.83 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sega Bass Fishing 2 (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sega%20Bass%20Fishing%202.png
PC-CA8D0A2B,"Sega Extreme Sports (Europe) (En,Fr,De,Es).chd",PC / Sega Dreamcast,Sports,582.09 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Sega Extreme Sports (Europe) (En,Fr,De,Es).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sega%20Extreme%20Sports.png
PC-4B9B4864,Sega Extreme Sports (Japan).chd,PC / Sega Dreamcast,Sports,571.72 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sega Extreme Sports (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sega%20Extreme%20Sports.png
PC-4234555D,"Sega GT (Europe) (En,Fr,De,Es).chd",PC / Sega Dreamcast,General,636.44 MB,"https://archive.org/download/sega-dreamcast-redump-collection/Sega GT (Europe) (En,Fr,De,Es).chd",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sega%20GT.png
PC-04739114,Sega GT (USA).chd,PC / Sega Dreamcast,General,584.67 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sega GT (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sega%20GT.png
PC-765D74D9,Sega GT - Homologation Special (Japan) (Taikenban).chd,PC / Sega Dreamcast,General,612.81 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sega GT - Homologation Special (Japan) (Taikenban).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sega%20GT%20-%20Homologation%20Special.png
PC-5E4C9CFC,Sega GT - Homologation Special (Japan).chd,PC / Sega Dreamcast,General,620.56 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sega GT - Homologation Special (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sega%20GT%20-%20Homologation%20Special.png
PC-2AE7B3F8,Sega Marine Fishing (Japan).chd,PC / Sega Dreamcast,General,94.79 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sega Marine Fishing (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sega%20Marine%20Fishing.png
PC-273C2B4D,Sega Marine Fishing (USA).chd,PC / Sega Dreamcast,General,92.25 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sega Marine Fishing (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sega%20Marine%20Fishing.png
PC-3E0C2E3E,Sega Rally 2 (Europe) (Rev 1).chd,PC / Sega Dreamcast,General,574.66 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sega Rally 2 (Europe) (Rev 1).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sega%20Rally%202.png
PC-97E2125D,Sega Rally 2 (Europe).chd,PC / Sega Dreamcast,General,574.66 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sega Rally 2 (Europe).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sega%20Rally%202.png
PC-17D1E962,Sega Rally 2 (Japan) (Alt).chd,PC / Sega Dreamcast,General,606.09 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sega Rally 2 (Japan) (Alt).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sega%20Rally%202.png
PC-A108694F,Sega Rally 2 (Japan).chd,PC / Sega Dreamcast,General,606.09 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sega Rally 2 (Japan).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sega%20Rally%202.png
PC-779AC464,Sega Rally 2 (USA).chd,PC / Sega Dreamcast,General,568.62 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sega Rally 2 (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sega%20Rally%202.png
PC-BB4BE0EA,Sega Smash Pack - Volume 1 (USA).chd,PC / Sega Dreamcast,General,271.06 MB,https://archive.org/download/sega-dreamcast-redump-collection/Sega Smash Pack - Volume 1 (USA).chd,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sega%20Smash%20Pack%20-%20Volume%201.png
